pincode,city,district,state,area
400266,Mumbai,Mumbai,Maharashtra,High Road
400267,Mumbai,Mumbai,Maharashtra,Fish
400268,Mumbai,Mumbai,Maharashtra,Park
400269,Mumbai,Mumbai,Maharashtra,Commerce
400270,Mumbai,Mumbai,Maharashtra,Kunj
400271,Mumbai,Mumbai,Maharashtra,Phase
400272,Mumbai,Mumbai,Maharashtra,Fisheries
400273,Mumbai,Mumbai,Maharashtra,Phase
400274,Mumbai,Mumbai,Maharashtra,Prawn
400275,Mumbai,Mumbai,Maharashtra,Vihar
400276,Mumbai,Mumbai,Maharashtra,Commerce
400277,Mumbai,Mumbai,Maharashtra,Vihar
400278,Mumbai,Mumbai,Maharashtra,West
400279,Mumbai,Mumbai,Maharashtra,Poultry
400280,Mumbai,Mumbai,Maharashtra,GPO
400281,Mumbai,Mumbai,Maharashtra,City
400282,Mumbai,Mumbai,Maharashtra,Mussel
400283,Mumbai,Mumbai,Maharashtra,Sea Cucumber
400284,Mumbai,Mumbai,Maharashtra,Dental
400285,Mumbai,Mumbai,Maharashtra,Medical
400286,Mumbai,Mumbai,Maharashtra,Veterinary
400287,Mumbai,Mumbai,Maharashtra,Airport
400288,Mumbai,Mumbai,Maharashtra,Sector
400289,Mumbai,Mumbai,Maharashtra,Nursing
400290,Mumbai,Mumbai,Maharashtra,High Road
400291,Mumbai,Mumbai,Maharashtra,Pig
400292,Mumbai,Mumbai,Maharashtra,Scallop
400293,Mumbai,Mumbai,Maharashtra,Engineering
400294,Mumbai,Mumbai,Maharashtra,Square
400295,Mumbai,Mumbai,Maharashtra,Veterinary
400296,Mumbai,Mumbai,Maharashtra,Starfish
400297,Mumbai,Mumbai,Maharashtra,Pig
400298,Mumbai,Mumbai,Maharashtra,Palace
400299,Mumbai,Mumbai,Maharashtra,Building
400300,Mumbai,Mumbai,Maharashtra,Lobster
400301,Mumbai,Mumbai,Maharashtra,Science
400302,Mumbai,Mumbai,Maharashtra,Poultry
400303,Mumbai,Mumbai,Maharashtra,Suite
400304,Mumbai,Mumbai,Maharashtra,Market
400305,Mumbai,Mumbai,Maharashtra,Coral
400306,Mumbai,Mumbai,Maharashtra,Market
400307,Mumbai,Mumbai,Maharashtra,Fisheries
400308,Mumbai,Mumbai,Maharashtra,Abalone
400309,Mumbai,Mumbai,Maharashtra,City
400310,Mumbai,Mumbai,Maharashtra,Medical
400311,Mumbai,Mumbai,Maharashtra,Park
400312,Mumbai,Mumbai,Maharashtra,Prawn
400313,Mumbai,Mumbai,Maharashtra,Crab
400314,Mumbai,Mumbai,Maharashtra,Sea Urchin
400315,Mumbai,Mumbai,Maharashtra,Algae
400316,Mumbai,Mumbai,Maharashtra,Main
400317,Mumbai,Mumbai,Maharashtra,Square
400318,Mumbai,Mumbai,Maharashtra,Mussel
400319,Mumbai,Mumbai,Maharashtra,Vihar
400320,Mumbai,Mumbai,Maharashtra,Goat
400321,Mumbai,Mumbai,Maharashtra,Avenue
400322,Mumbai,Mumbai,Maharashtra,Law
400323,Mumbai,Mumbai,Maharashtra,Circle
400324,Mumbai,Mumbai,Maharashtra,Kunj
400325,Mumbai,Mumbai,Maharashtra,Lane
400326,Mumbai,Mumbai,Maharashtra,Main
400327,Mumbai,Mumbai,Maharashtra,Pig
400328,Mumbai,Mumbai,Maharashtra,Medical
400329,Mumbai,Mumbai,Maharashtra,Prawn
400330,Mumbai,Mumbai,Maharashtra,Fisheries
400331,Mumbai,Mumbai,Maharashtra,Wing
400332,Mumbai,Mumbai,Maharashtra,Bus Stand
400333,Mumbai,Mumbai,Maharashtra,South
400334,Mumbai,Mumbai,Maharashtra,Sector
400335,Mumbai,Mumbai,Maharashtra,Airport
400336,Mumbai,Mumbai,Maharashtra,Dental
400337,Mumbai,Mumbai,Maharashtra,Pharmacy
400338,Mumbai,Mumbai,Maharashtra,Scallop
400339,Mumbai,Mumbai,Maharashtra,Tower
400340,Mumbai,Mumbai,Maharashtra,Veterinary
400341,Mumbai,Mumbai,Maharashtra,Building
400342,Mumbai,Mumbai,Maharashtra,Bus Stand
400343,Mumbai,Mumbai,Maharashtra,Market
400344,Mumbai,Mumbai,Maharashtra,Main
400345,Mumbai,Mumbai,Maharashtra,Mussel
400346,Mumbai,Mumbai,Maharashtra,South
400347,Mumbai,Mumbai,Maharashtra,Rabbit
400348,Mumbai,Mumbai,Maharashtra,Poultry
400349,Mumbai,Mumbai,Maharashtra,Horticulture
400350,Mumbai,Mumbai,Maharashtra,Sponge
400351,Mumbai,Mumbai,Maharashtra,High Road
400352,Mumbai,Mumbai,Maharashtra,Tower
400353,Mumbai,Mumbai,Maharashtra,Lobster
400354,Mumbai,Mumbai,Maharashtra,Medical
400355,Mumbai,Mumbai,Maharashtra,Street
400356,Mumbai,Mumbai,Maharashtra,Hospital
400357,Mumbai,Mumbai,Maharashtra,Sponge
400358,Mumbai,Mumbai,Maharashtra,City
400359,Mumbai,Mumbai,Maharashtra,Engineering
400360,Mumbai,Mumbai,Maharashtra,Suite
400361,Mumbai,Mumbai,Maharashtra,Fish
400362,Mumbai,Mumbai,Maharashtra,Block
400363,Mumbai,Mumbai,Maharashtra,Nagar
400364,Mumbai,Mumbai,Maharashtra,Veterinary
400365,Mumbai,Mumbai,Maharashtra,Sector
400366,Mumbai,Mumbai,Maharashtra,Suite
400367,Mumbai,Mumbai,Maharashtra,Fish
400368,Mumbai,Mumbai,Maharashtra,Coral
400369,Mumbai,Mumbai,Maharashtra,Commerce
400370,Mumbai,Mumbai,Maharashtra,Cantonment
400371,Mumbai,Mumbai,Maharashtra,University
400372,Mumbai,Mumbai,Maharashtra,Abalone
400373,Mumbai,Mumbai,Maharashtra,Pig
400374,Mumbai,Mumbai,Maharashtra,College
400375,Mumbai,Mumbai,Maharashtra,Science
400376,Mumbai,Mumbai,Maharashtra,Street
400377,Mumbai,Mumbai,Maharashtra,Avenue
400378,Mumbai,Mumbai,Maharashtra,Prawn
400379,Mumbai,Mumbai,Maharashtra,Wing
400380,Mumbai,Mumbai,Maharashtra,Palace
400381,Mumbai,Mumbai,Maharashtra,Engineering
400382,Mumbai,Mumbai,Maharashtra,Wing
400383,Mumbai,Mumbai,Maharashtra,Nagar
400384,Mumbai,Mumbai,Maharashtra,Cantonment
400385,Mumbai,Mumbai,Maharashtra,Nagar
400386,Mumbai,Mumbai,Maharashtra,Vihar
400387,Mumbai,Mumbai,Maharashtra,Goat
400388,Mumbai,Mumbai,Maharashtra,Kunj
400389,Mumbai,Mumbai,Maharashtra,Suite
400390,Mumbai,Mumbai,Maharashtra,Mussel
400391,Mumbai,Mumbai,Maharashtra,Railway
400392,Mumbai,Mumbai,Maharashtra,High Road
400393,Mumbai,Mumbai,Maharashtra,Residency
400394,Mumbai,Mumbai,Maharashtra,Fisheries
400395,Mumbai,Mumbai,Maharashtra,Market
400396,Mumbai,Mumbai,Maharashtra,Sponge
400397,Mumbai,Mumbai,Maharashtra,Pharmacy
400398,Mumbai,Mumbai,Maharashtra,Main
400399,Mumbai,Mumbai,Maharashtra,Algae
400400,Mumbai,Mumbai,Maharashtra,Sea Anemone
400401,Mumbai,Mumbai,Maharashtra,Residency
400402,Mumbai,Mumbai,Maharashtra,Lobster
400403,Mumbai,Mumbai,Maharashtra,Sea Cucumber
400404,Mumbai,Mumbai,Maharashtra,College
400405,Mumbai,Mumbai,Maharashtra,Medical
400406,Mumbai,Mumbai,Maharashtra,Residency
400407,Mumbai,Mumbai,Maharashtra,Sheep
400408,Mumbai,Mumbai,Maharashtra,Nagar
400409,Mumbai,Mumbai,Maharashtra,Main
400410,Mumbai,Mumbai,Maharashtra,Horticulture
400411,Mumbai,Mumbai,Maharashtra,Mussel
400412,Mumbai,Mumbai,Maharashtra,Lane
400413,Mumbai,Mumbai,Maharashtra,Fish
400414,Mumbai,Mumbai,Maharashtra,Medical
400415,Mumbai,Mumbai,Maharashtra,College
400416,Mumbai,Mumbai,Maharashtra,Street
400417,Mumbai,Mumbai,Maharashtra,Mall
400418,Mumbai,Mumbai,Maharashtra,Complex
400419,Mumbai,Mumbai,Maharashtra,Garden
400420,Mumbai,Mumbai,Maharashtra,Sea Urchin
400421,Mumbai,Mumbai,Maharashtra,Sea Anemone
400422,Mumbai,Mumbai,Maharashtra,Horticulture
400423,Mumbai,Mumbai,Maharashtra,Central
400424,Mumbai,Mumbai,Maharashtra,High Road
400425,Mumbai,Mumbai,Maharashtra,Enclave
400426,Mumbai,Mumbai,Maharashtra,University
400427,Mumbai,Mumbai,Maharashtra,Station
400428,Mumbai,Mumbai,Maharashtra,Pig
400429,Mumbai,Mumbai,Maharashtra,Circle
400430,Mumbai,Mumbai,Maharashtra,University
400431,Mumbai,Mumbai,Maharashtra,Hospital
400432,Mumbai,Mumbai,Maharashtra,Kunj
400433,Mumbai,Mumbai,Maharashtra,Lane
400434,Mumbai,Mumbai,Maharashtra,Sheep
400435,Mumbai,Mumbai,Maharashtra,Block
400436,Mumbai,Mumbai,Maharashtra,Hospital
400437,Mumbai,Mumbai,Maharashtra,Railway
400438,Mumbai,Mumbai,Maharashtra,Kunj
400439,Mumbai,Mumbai,Maharashtra,Nursing
400440,Mumbai,Mumbai,Maharashtra,Main
400441,Mumbai,Mumbai,Maharashtra,Airport
400442,Mumbai,Mumbai,Maharashtra,Starfish
400443,Mumbai,Mumbai,Maharashtra,Fisheries
400444,Mumbai,Mumbai,Maharashtra,Prawn
400445,Mumbai,Mumbai,Maharashtra,East
400446,Mumbai,Mumbai,Maharashtra,Kunj
400447,Mumbai,Mumbai,Maharashtra,Square
400448,Mumbai,Mumbai,Maharashtra,Building
400449,Mumbai,Mumbai,Maharashtra,Veterinary
400450,Mumbai,Mumbai,Maharashtra,Park
400451,Mumbai,Mumbai,Maharashtra,Plaza
400452,Mumbai,Mumbai,Maharashtra,Dental
400453,Mumbai,Mumbai,Maharashtra,Floor
400454,Mumbai,Mumbai,Maharashtra,East
400455,Mumbai,Mumbai,Maharashtra,Coral
400456,Mumbai,Mumbai,Maharashtra,Commerce
400457,Mumbai,Mumbai,Maharashtra,Avenue
400458,Mumbai,Mumbai,Maharashtra,Barracks
400459,Mumbai,Mumbai,Maharashtra,Prawn
400460,Mumbai,Mumbai,Maharashtra,North
400461,Mumbai,Mumbai,Maharashtra,Block
400462,Mumbai,Mumbai,Maharashtra,Hospital
400463,Mumbai,Mumbai,Maharashtra,Scallop
400464,Mumbai,Mumbai,Maharashtra,Lane
400465,Mumbai,Mumbai,Maharashtra,Enclave
400466,Mumbai,Mumbai,Maharashtra,Crab
400467,Mumbai,Mumbai,Maharashtra,City
400468,Mumbai,Mumbai,Maharashtra,Poultry
400469,Mumbai,Mumbai,Maharashtra,Poultry
400470,Mumbai,Mumbai,Maharashtra,Plaza
400471,Mumbai,Mumbai,Maharashtra,Forestry
400472,Mumbai,Mumbai,Maharashtra,Poultry
400473,Mumbai,Mumbai,Maharashtra,Clam
400474,Mumbai,Mumbai,Maharashtra,Avenue
400475,Mumbai,Mumbai,Maharashtra,Lane
400476,Mumbai,Mumbai,Maharashtra,Algae
400477,Mumbai,Mumbai,Maharashtra,Colony
400478,Mumbai,Mumbai,Maharashtra,Colony
400479,Mumbai,Mumbai,Maharashtra,College
400480,Mumbai,Mumbai,Maharashtra,Vihar
400481,Mumbai,Mumbai,Maharashtra,Vihar
400482,Mumbai,Mumbai,Maharashtra,College
400483,Mumbai,Mumbai,Maharashtra,Seaweed
400484,Mumbai,Mumbai,Maharashtra,Block
400485,Mumbai,Mumbai,Maharashtra,Circle
400486,Mumbai,Mumbai,Maharashtra,Starfish
400487,Mumbai,Mumbai,Maharashtra,Mussel
400488,Mumbai,Mumbai,Maharashtra,Mussel
400489,Mumbai,Mumbai,Maharashtra,Residency
400490,Mumbai,Mumbai,Maharashtra,Block
400491,Mumbai,Mumbai,Maharashtra,Dairy
400492,Mumbai,Mumbai,Maharashtra,Goat
400493,Mumbai,Mumbai,Maharashtra,Plaza
400494,Mumbai,Mumbai,Maharashtra,Enclave
400495,Mumbai,Mumbai,Maharashtra,Mussel
400496,Mumbai,Mumbai,Maharashtra,Agriculture
400497,Mumbai,Mumbai,Maharashtra,High Road
400498,Mumbai,Mumbai,Maharashtra,Palace
400499,Mumbai,Mumbai,Maharashtra,Jellyfish
400500,Mumbai,Mumbai,Maharashtra,Station
400501,Mumbai,Mumbai,Maharashtra,Building
400502,Mumbai,Mumbai,Maharashtra,Arts
400503,Mumbai,Mumbai,Maharashtra,Market
400504,Mumbai,Mumbai,Maharashtra,Complex
400505,Mumbai,Mumbai,Maharashtra,Tower
400506,Mumbai,Mumbai,Maharashtra,Coral
400507,Mumbai,Mumbai,Maharashtra,Algae
400508,Mumbai,Mumbai,Maharashtra,University
400509,Mumbai,Mumbai,Maharashtra,High Road
400510,Mumbai,Mumbai,Maharashtra,Railway
400511,Mumbai,Mumbai,Maharashtra,Sea Anemone
400512,Mumbai,Mumbai,Maharashtra,Garden
400513,Mumbai,Mumbai,Maharashtra,Law
400514,Mumbai,Mumbai,Maharashtra,Square
400515,Mumbai,Mumbai,Maharashtra,Complex
400516,Mumbai,Mumbai,Maharashtra,North
400517,Mumbai,Mumbai,Maharashtra,Rabbit
400518,Mumbai,Mumbai,Maharashtra,Dairy
400519,Mumbai,Mumbai,Maharashtra,Street
400520,Mumbai,Mumbai,Maharashtra,Mussel
400521,Mumbai,Mumbai,Maharashtra,Phase
400522,Mumbai,Mumbai,Maharashtra,Engineering
400523,Mumbai,Mumbai,Maharashtra,Sponge
400524,Mumbai,Mumbai,Maharashtra,Main
400525,Mumbai,Mumbai,Maharashtra,Avenue
400526,Mumbai,Mumbai,Maharashtra,Race Course
400527,Mumbai,Mumbai,Maharashtra,Block
400528,Mumbai,Mumbai,Maharashtra,Abalone
400529,Mumbai,Mumbai,Maharashtra,Lobster
400530,Mumbai,Mumbai,Maharashtra,Palace
