pincode,city,district,state,area
100150,Nashik,Nashik,Maharashtra,Fisheries
100151,Nashik,Nashik,Maharashtra,West
100152,Nashik,Nashik,Maharashtra,Palace
100153,Nashik,Nashik,Maharashtra,Sea Urchin
100154,Nashik,Nashik,Maharashtra,High Road
100155,Nashik,Nashik,Maharashtra,Colony
100156,Nashik,Nashik,Maharashtra,Forestry
100157,Nashik,Nashik,Maharashtra,Downtown
100158,Nashik,Nashik,Maharashtra,Commerce Hub
100159,Nashik,Nashik,Maharashtra,Horticulture
100160,Nashik,Nashik,Maharashtra,Nursing
100161,Nashik,Nashik,Maharashtra,Residential Area
100162,Nashik,Nashik,Maharashtra,Nursing
100163,Nashik,Nashik,Maharashtra,Law
100164,Nashik,Nashik,Maharashtra,Hospital
100165,Nashik,Nashik,Maharashtra,Science
100166,Aurangabad,Aurangabad,Maharashtra,Nagar
100167,Aurangabad,Aurangabad,Maharashtra,Midtown
100168,Aurangabad,Aurangabad,Maharashtra,Free Trade Zone
100169,Aurangabad,Aurangabad,Maharashtra,Colony
100170,Aurangabad,Aurangabad,Maharashtra,City
100171,Aurangabad,Aurangabad,Maharashtra,Sericulture
100172,Aurangabad,Aurangabad,Maharashtra,Veterinary
100173,Aurangabad,Aurangabad,Maharashtra,Downtown
100174,Aurangabad,Aurangabad,Maharashtra,Pharmacy
100175,Aurangabad,Aurangabad,Maharashtra,Airport
100176,Aurangabad,Aurangabad,Maharashtra,Oyster
100177,Aurangabad,Aurangabad,Maharashtra,Green City
100178,Aurangabad,Aurangabad,Maharashtra,Uptown
100179,Aurangabad,Aurangabad,Maharashtra,Smart City
100180,Aurangabad,Aurangabad,Maharashtra,Jellyfish
100181,Aurangabad,Aurangabad,Maharashtra,Business District
100182,Aurangabad,Aurangabad,Maharashtra,New City
100183,Aurangabad,Aurangabad,Maharashtra,Phase
100184,Aurangabad,Aurangabad,Maharashtra,Trade Hub
100185,Aurangabad,Aurangabad,Maharashtra,Kunj
100186,Aurangabad,Aurangabad,Maharashtra,Uptown
100187,Aurangabad,Aurangabad,Maharashtra,Eco City
100188,Aurangabad,Aurangabad,Maharashtra,Complex
100189,Aurangabad,Aurangabad,Maharashtra,Pig
100190,Aurangabad,Aurangabad,Maharashtra,Commerce
100191,Aurangabad,Aurangabad,Maharashtra,Square
100192,Aurangabad,Aurangabad,Maharashtra,Outskirts
100193,Solapur,Solapur,Maharashtra,Intersection
100194,Solapur,Solapur,Maharashtra,Jellyfish
100195,Solapur,Solapur,Maharashtra,Suburb
100196,Solapur,Solapur,Maharashtra,Traffic Circle
100197,Solapur,Solapur,Maharashtra,Industrial Area
100198,Solapur,Solapur,Maharashtra,SEZ
100199,Solapur,Solapur,Maharashtra,Transport Hub
100200,Solapur,Solapur,Maharashtra,Law
100201,Solapur,Solapur,Maharashtra,Oyster
100202,Solapur,Solapur,Maharashtra,Education Hub
100203,Solapur,Solapur,Maharashtra,Central
100204,Solapur,Solapur,Maharashtra,Station
100205,Solapur,Solapur,Maharashtra,Tower
100206,Solapur,Solapur,Maharashtra,GPO
100207,Solapur,Solapur,Maharashtra,Building
100208,Solapur,Solapur,Maharashtra,Forestry
100209,Solapur,Solapur,Maharashtra,Modern City
100210,Solapur,Solapur,Maharashtra,University
100211,Solapur,Solapur,Maharashtra,Entry Point
100212,Solapur,Solapur,Maharashtra,Tower
100213,Solapur,Solapur,Maharashtra,Healthcare Hub
100214,Solapur,Solapur,Maharashtra,Starfish
100215,Solapur,Solapur,Maharashtra,Sheep
100216,Solapur,Solapur,Maharashtra,Race Course
100217,Solapur,Solapur,Maharashtra,Future City
100218,Solapur,Solapur,Maharashtra,Road
100219,Solapur,Solapur,Maharashtra,Sector
100220,Solapur,Solapur,Maharashtra,Goat
100221,Solapur,Solapur,Maharashtra,Crossing
100222,Solapur,Solapur,Maharashtra,Phase
100223,Solapur,Solapur,Maharashtra,East
100224,Solapur,Solapur,Maharashtra,Lane
100225,Solapur,Solapur,Maharashtra,Commerce Hub
100226,Solapur,Solapur,Maharashtra,Commercial Area
100227,Solapur,Solapur,Maharashtra,Outskirts
100228,Solapur,Solapur,Maharashtra,Goat
100229,Solapur,Solapur,Maharashtra,Startup Hub
100230,Solapur,Solapur,Maharashtra,Manufacturing Hub
100231,Kolhapur,Kolhapur,Maharashtra,Industrial Estate
100232,Kolhapur,Kolhapur,Maharashtra,Forestry
100233,Kolhapur,Kolhapur,Maharashtra,Nagar
100234,Kolhapur,Kolhapur,Maharashtra,Commerce
100235,Kolhapur,Kolhapur,Maharashtra,Service Hub
100236,Kolhapur,Kolhapur,Maharashtra,Export Zone
100237,Kolhapur,Kolhapur,Maharashtra,Starfish
100238,Kolhapur,Kolhapur,Maharashtra,Gateway
100239,Kolhapur,Kolhapur,Maharashtra,Enclave
100240,Kolhapur,Kolhapur,Maharashtra,College
100241,Kolhapur,Kolhapur,Maharashtra,Sponge
100242,Kolhapur,Kolhapur,Maharashtra,Barracks
100243,Kolhapur,Kolhapur,Maharashtra,Future City
100244,Kolhapur,Kolhapur,Maharashtra,Fort
100245,Kolhapur,Kolhapur,Maharashtra,Goat
100246,Kolhapur,Kolhapur,Maharashtra,Nursing
100247,Kolhapur,Kolhapur,Maharashtra,Green City
100248,Kolhapur,Kolhapur,Maharashtra,Rabbit
100249,Kolhapur,Kolhapur,Maharashtra,Startup Hub
100250,Kolhapur,Kolhapur,Maharashtra,Roundabout
100251,Kolhapur,Kolhapur,Maharashtra,Residency
100252,Kolhapur,Kolhapur,Maharashtra,Industrial Estate
100253,Kolhapur,Kolhapur,Maharashtra,Kunj
100254,Kolhapur,Kolhapur,Maharashtra,West
100255,Kolhapur,Kolhapur,Maharashtra,Free Trade Zone
100256,Kolhapur,Kolhapur,Maharashtra,Residency
100257,Kolhapur,Kolhapur,Maharashtra,Entry Point
100258,Kolhapur,Kolhapur,Maharashtra,Sector
100259,Kolhapur,Kolhapur,Maharashtra,Road
100260,Kolhapur,Kolhapur,Maharashtra,Clam
100261,Kolhapur,Kolhapur,Maharashtra,Innovation Hub
100262,Kolhapur,Kolhapur,Maharashtra,Fort
100263,Kolhapur,Kolhapur,Maharashtra,Fort
100264,Kolhapur,Kolhapur,Maharashtra,Coral
100265,Kolhapur,Kolhapur,Maharashtra,Sericulture
100266,Kolhapur,Kolhapur,Maharashtra,Circle
100267,Kolhapur,Kolhapur,Maharashtra,Sea Cucumber
100268,Kolhapur,Kolhapur,Maharashtra,Sector
100269,Kolhapur,Kolhapur,Maharashtra,Crab
100270,Kolhapur,Kolhapur,Maharashtra,Algae
100271,Kolhapur,Kolhapur,Maharashtra,Sustainable City
100272,Kolhapur,Kolhapur,Maharashtra,Service Hub
100273,Kolhapur,Kolhapur,Maharashtra,Periphery
100274,Kolhapur,Kolhapur,Maharashtra,Bus Stand
100275,Kolhapur,Kolhapur,Maharashtra,Pedestrian Zone
100276,Kolhapur,Kolhapur,Maharashtra,Lobster
100277,Kolhapur,Kolhapur,Maharashtra,Horticulture
100278,Amravati,Amravati,Maharashtra,Race Course
100279,Amravati,Amravati,Maharashtra,Market
100280,Amravati,Amravati,Maharashtra,Plaza
100281,Amravati,Amravati,Maharashtra,Uptown
100282,Amravati,Amravati,Maharashtra,Horticulture
100283,Amravati,Amravati,Maharashtra,Startup Hub
100284,Amravati,Amravati,Maharashtra,Financial District
100285,Amravati,Amravati,Maharashtra,Manufacturing Hub
100286,Amravati,Amravati,Maharashtra,Pedestrian Zone
100287,Amravati,Amravati,Maharashtra,Jellyfish
100288,Amravati,Amravati,Maharashtra,Commerce Hub
100289,Amravati,Amravati,Maharashtra,Engineering
100290,Amravati,Amravati,Maharashtra,Entertainment Zone
100291,Amravati,Amravati,Maharashtra,Business Park
100292,Amravati,Amravati,Maharashtra,Midtown
100293,Amravati,Amravati,Maharashtra,Sea Urchin
100294,Amravati,Amravati,Maharashtra,Periphery
100295,Amravati,Amravati,Maharashtra,Sea Anemone
100296,Amravati,Amravati,Maharashtra,Next Gen City
100297,Amravati,Amravati,Maharashtra,Prawn
100298,Amravati,Amravati,Maharashtra,College
100299,Amravati,Amravati,Maharashtra,Crossing
100300,Amravati,Amravati,Maharashtra,Abalone
100301,Amravati,Amravati,Maharashtra,Circle
100302,Amravati,Amravati,Maharashtra,Bus Stand
100303,Amravati,Amravati,Maharashtra,Phase
100304,Amravati,Amravati,Maharashtra,Main
100305,Amravati,Amravati,Maharashtra,Financial District
100306,Amravati,Amravati,Maharashtra,Park
100307,Amravati,Amravati,Maharashtra,East
100308,Amravati,Amravati,Maharashtra,Square
100309,Amravati,Amravati,Maharashtra,Complex
100310,Amravati,Amravati,Maharashtra,Airport
100311,Amravati,Amravati,Maharashtra,Shopping District
100312,Amravati,Amravati,Maharashtra,Crossing
100313,Amravati,Amravati,Maharashtra,Building
100314,Amravati,Amravati,Maharashtra,Commerce Hub
100315,Amravati,Amravati,Maharashtra,Palace
100316,Amravati,Amravati,Maharashtra,West
100317,Amravati,Amravati,Maharashtra,Building
100318,Amravati,Amravati,Maharashtra,Sustainable City
100319,Amravati,Amravati,Maharashtra,Industrial Area
100320,Amravati,Amravati,Maharashtra,Exit Point
100321,Amravati,Amravati,Maharashtra,Pedestrian Zone
100322,Amravati,Amravati,Maharashtra,Future City
100323,Nanded,Nanded,Maharashtra,Fisheries
100324,Nanded,Nanded,Maharashtra,Cantonment
100325,Nanded,Nanded,Maharashtra,Algae
100326,Nanded,Nanded,Maharashtra,Mixed Use
100327,Nanded,Nanded,Maharashtra,Mall
100328,Nanded,Nanded,Maharashtra,Airport
100329,Nanded,Nanded,Maharashtra,Tourism Hub
100330,Nanded,Nanded,Maharashtra,Veterinary
100331,Nanded,Nanded,Maharashtra,Airport
100332,Nanded,Nanded,Maharashtra,Clam
100333,Nanded,Nanded,Maharashtra,Agriculture
100334,Nanded,Nanded,Maharashtra,Airport
100335,Nanded,Nanded,Maharashtra,Law
100336,Nanded,Nanded,Maharashtra,Veterinary
100337,Nanded,Nanded,Maharashtra,Healthcare Hub
100338,Nanded,Nanded,Maharashtra,Lobster
100339,Nanded,Nanded,Maharashtra,Future City
100340,Nanded,Nanded,Maharashtra,South
100341,Nanded,Nanded,Maharashtra,Horticulture
100342,Nanded,Nanded,Maharashtra,Intersection
100343,Nanded,Nanded,Maharashtra,Crab
100344,Nanded,Nanded,Maharashtra,Industrial Estate
100345,Nanded,Nanded,Maharashtra,Free Trade Zone
100346,Nanded,Nanded,Maharashtra,Healthcare Hub
100347,Nanded,Nanded,Maharashtra,Enclave
100348,Nanded,Nanded,Maharashtra,Prawn
100349,Nanded,Nanded,Maharashtra,Scallop
100350,Nanded,Nanded,Maharashtra,Mussel
100351,Nanded,Nanded,Maharashtra,Digital City
100352,Nanded,Nanded,Maharashtra,Station
100353,Nanded,Nanded,Maharashtra,Hospital
100354,Nanded,Nanded,Maharashtra,Kunj
100355,Nanded,Nanded,Maharashtra,Manufacturing Hub
100356,Nanded,Nanded,Maharashtra,Sea Cucumber
100357,Nanded,Nanded,Maharashtra,Business Park
100358,Nanded,Nanded,Maharashtra,Financial District
100359,Nanded,Nanded,Maharashtra,Vihar
100360,Sangli,Sangli,Maharashtra,Pharmacy
100361,Sangli,Sangli,Maharashtra,Poultry
100362,Sangli,Sangli,Maharashtra,Entry Point
100363,Sangli,Sangli,Maharashtra,Tower
100364,Sangli,Sangli,Maharashtra,Tower
100365,Sangli,Sangli,Maharashtra,Fish
100366,Sangli,Sangli,Maharashtra,Dairy
100367,Sangli,Sangli,Maharashtra,Commerce
100368,Sangli,Sangli,Maharashtra,Hospital
100369,Sangli,Sangli,Maharashtra,Service Hub
100370,Sangli,Sangli,Maharashtra,Periphery
100371,Sangli,Sangli,Maharashtra,Lane
100372,Sangli,Sangli,Maharashtra,Cultural District
100373,Sangli,Sangli,Maharashtra,Entertainment Zone
100374,Sangli,Sangli,Maharashtra,Pedestrian Zone
100375,Sangli,Sangli,Maharashtra,Tower
100376,Sangli,Sangli,Maharashtra,Heritage Area
100377,Sangli,Sangli,Maharashtra,Gateway
100378,Sangli,Sangli,Maharashtra,Fisheries
100379,Sangli,Sangli,Maharashtra,Kunj
100380,Sangli,Sangli,Maharashtra,Lane
100381,Sangli,Sangli,Maharashtra,Business District
100382,Sangli,Sangli,Maharashtra,Mixed Use
100383,Sangli,Sangli,Maharashtra,Race Course
100384,Sangli,Sangli,Maharashtra,Uptown
100385,Sangli,Sangli,Maharashtra,Commerce
100386,Sangli,Sangli,Maharashtra,Service Hub
100387,Sangli,Sangli,Maharashtra,Pedestrian Zone
100388,Jalgaon,Jalgaon,Maharashtra,Digital City
100389,Jalgaon,Jalgaon,Maharashtra,Vihar
100390,Jalgaon,Jalgaon,Maharashtra,Scallop
100391,Jalgaon,Jalgaon,Maharashtra,Entertainment Zone
100392,Jalgaon,Jalgaon,Maharashtra,Veterinary
100393,Jalgaon,Jalgaon,Maharashtra,Colony
100394,Jalgaon,Jalgaon,Maharashtra,Gateway
100395,Jalgaon,Jalgaon,Maharashtra,Financial District
100396,Jalgaon,Jalgaon,Maharashtra,Fort
100397,Jalgaon,Jalgaon,Maharashtra,Cantonment
100398,Jalgaon,Jalgaon,Maharashtra,Sea Cucumber
100399,Jalgaon,Jalgaon,Maharashtra,Main
100400,Jalgaon,Jalgaon,Maharashtra,East
100401,Jalgaon,Jalgaon,Maharashtra,Goat
100402,Jalgaon,Jalgaon,Maharashtra,Road
100403,Jalgaon,Jalgaon,Maharashtra,Special Economic Zone
100404,Jalgaon,Jalgaon,Maharashtra,New City
100405,Jalgaon,Jalgaon,Maharashtra,Shopping District
100406,Jalgaon,Jalgaon,Maharashtra,City
100407,Jalgaon,Jalgaon,Maharashtra,Industrial Area
100408,Jalgaon,Jalgaon,Maharashtra,Sector
100409,Jalgaon,Jalgaon,Maharashtra,Entertainment Zone
100410,Jalgaon,Jalgaon,Maharashtra,Colony
100411,Jalgaon,Jalgaon,Maharashtra,Abalone
100412,Jalgaon,Jalgaon,Maharashtra,Block
100413,Jalgaon,Jalgaon,Maharashtra,Lobster
100414,Jalgaon,Jalgaon,Maharashtra,Square
100415,Jalgaon,Jalgaon,Maharashtra,Law
100416,Jalgaon,Jalgaon,Maharashtra,Modern City
100417,Jalgaon,Jalgaon,Maharashtra,Technology Hub
100418,Jalgaon,Jalgaon,Maharashtra,Exit Point
100419,Jalgaon,Jalgaon,Maharashtra,Veterinary
100420,Jalgaon,Jalgaon,Maharashtra,Sea Urchin
100421,Akola,Akola,Maharashtra,Nursing
100422,Akola,Akola,Maharashtra,Fort
100423,Akola,Akola,Maharashtra,Eco City
100424,Akola,Akola,Maharashtra,Building
100425,Akola,Akola,Maharashtra,Abalone
100426,Akola,Akola,Maharashtra,Service Hub
100427,Akola,Akola,Maharashtra,New City
100428,Akola,Akola,Maharashtra,Special Economic Zone
100429,Akola,Akola,Maharashtra,Circle
100430,Akola,Akola,Maharashtra,Pharmacy
100431,Akola,Akola,Maharashtra,Transport Hub
100432,Akola,Akola,Maharashtra,Plaza
100433,Akola,Akola,Maharashtra,East
100434,Akola,Akola,Maharashtra,Mussel
100435,Akola,Akola,Maharashtra,Future City
100436,Akola,Akola,Maharashtra,Old City
100437,Akola,Akola,Maharashtra,Enclave
100438,Akola,Akola,Maharashtra,Industrial Estate
100439,Akola,Akola,Maharashtra,Enclave
100440,Akola,Akola,Maharashtra,Midtown
100441,Akola,Akola,Maharashtra,Algae
100442,Akola,Akola,Maharashtra,Commerce Hub
100443,Akola,Akola,Maharashtra,Enclave
100444,Akola,Akola,Maharashtra,Rabbit
100445,Akola,Akola,Maharashtra,Law
100446,Akola,Akola,Maharashtra,Garden
100447,Akola,Akola,Maharashtra,Starfish
100448,Akola,Akola,Maharashtra,Pedestrian Zone
100449,Akola,Akola,Maharashtra,Next Gen City
100450,Akola,Akola,Maharashtra,Mall
100451,Akola,Akola,Maharashtra,Service Hub
100452,Akola,Akola,Maharashtra,Manufacturing Hub
100453,Akola,Akola,Maharashtra,Station
100454,Latur,Latur,Maharashtra,Building
100455,Latur,Latur,Maharashtra,Roundabout
100456,Latur,Latur,Maharashtra,Agriculture
100457,Latur,Latur,Maharashtra,Business District
100458,Latur,Latur,Maharashtra,Shopping District
100459,Latur,Latur,Maharashtra,Business Park
100460,Latur,Latur,Maharashtra,Suburb
100461,Latur,Latur,Maharashtra,Railway
100462,Latur,Latur,Maharashtra,Street
100463,Latur,Latur,Maharashtra,Main
100464,Latur,Latur,Maharashtra,Traffic Circle
100465,Latur,Latur,Maharashtra,Commercial Area
100466,Latur,Latur,Maharashtra,Business Park
100467,Latur,Latur,Maharashtra,Rabbit
100468,Latur,Latur,Maharashtra,Market
100469,Latur,Latur,Maharashtra,Wing
100470,Latur,Latur,Maharashtra,Free Trade Zone
100471,Latur,Latur,Maharashtra,University
100472,Latur,Latur,Maharashtra,Tower
100473,Latur,Latur,Maharashtra,Healthcare Hub
100474,Latur,Latur,Maharashtra,Startup Hub
100475,Latur,Latur,Maharashtra,Arts
100476,Latur,Latur,Maharashtra,Green City
100477,Latur,Latur,Maharashtra,Gateway
100478,Latur,Latur,Maharashtra,Coral
100479,Latur,Latur,Maharashtra,Residential Area
100480,Latur,Latur,Maharashtra,Scallop
100481,Latur,Latur,Maharashtra,Startup Hub
100482,Latur,Latur,Maharashtra,Phase
100483,Latur,Latur,Maharashtra,Poultry
100484,Latur,Latur,Maharashtra,Plaza
100485,Latur,Latur,Maharashtra,Future City
100486,Latur,Latur,Maharashtra,Export Zone
100487,Latur,Latur,Maharashtra,Periphery
100488,Latur,Latur,Maharashtra,Crossing
100489,Latur,Latur,Maharashtra,Cultural District
100490,Latur,Latur,Maharashtra,Junction
100491,Latur,Latur,Maharashtra,Midtown
100492,Latur,Latur,Maharashtra,Midtown
100493,Latur,Latur,Maharashtra,Startup Hub
100494,Latur,Latur,Maharashtra,Gateway
100495,Latur,Latur,Maharashtra,Technology Hub
100496,Latur,Latur,Maharashtra,Periphery
100497,Latur,Latur,Maharashtra,University
100498,Latur,Latur,Maharashtra,Avenue
100499,Latur,Latur,Maharashtra,College
100500,Latur,Latur,Maharashtra,Business Park
100501,Latur,Latur,Maharashtra,Seaweed
100502,Ahmednagar,Ahmednagar,Maharashtra,College
100503,Ahmednagar,Ahmednagar,Maharashtra,Startup Hub
100504,Ahmednagar,Ahmednagar,Maharashtra,Starfish
100505,Ahmednagar,Ahmednagar,Maharashtra,Law
100506,Ahmednagar,Ahmednagar,Maharashtra,Sponge
100507,Ahmednagar,Ahmednagar,Maharashtra,Dental
100508,Ahmednagar,Ahmednagar,Maharashtra,Manufacturing Hub
100509,Ahmednagar,Ahmednagar,Maharashtra,Commerce Hub
100510,Ahmednagar,Ahmednagar,Maharashtra,Clam
100511,Ahmednagar,Ahmednagar,Maharashtra,Startup Hub
100512,Ahmednagar,Ahmednagar,Maharashtra,Eco City
100513,Ahmednagar,Ahmednagar,Maharashtra,Block
100514,Ahmednagar,Ahmednagar,Maharashtra,Crossing
100515,Ahmednagar,Ahmednagar,Maharashtra,Dental
100516,Ahmednagar,Ahmednagar,Maharashtra,Complex
100517,Ahmednagar,Ahmednagar,Maharashtra,Residential Area
100518,Ahmednagar,Ahmednagar,Maharashtra,West
100519,Ahmednagar,Ahmednagar,Maharashtra,Commerce Hub
100520,Ahmednagar,Ahmednagar,Maharashtra,Kunj
100521,Ahmednagar,Ahmednagar,Maharashtra,South
100522,Ahmednagar,Ahmednagar,Maharashtra,Service Hub
100523,Ahmednagar,Ahmednagar,Maharashtra,Horticulture
100524,Ahmednagar,Ahmednagar,Maharashtra,Cultural District
100525,Ahmednagar,Ahmednagar,Maharashtra,Future City
100526,Ahmednagar,Ahmednagar,Maharashtra,Industrial Area
100527,Ahmednagar,Ahmednagar,Maharashtra,Seaweed
100528,Ahmednagar,Ahmednagar,Maharashtra,East
100529,Ahmednagar,Ahmednagar,Maharashtra,High Road
100530,Ahmednagar,Ahmednagar,Maharashtra,Bus Stand
100531,Ahmednagar,Ahmednagar,Maharashtra,Palace
100532,Ahmednagar,Ahmednagar,Maharashtra,Prawn
100533,Ahmednagar,Ahmednagar,Maharashtra,Rabbit
100534,Ahmednagar,Ahmednagar,Maharashtra,Jellyfish
